[1.6150664210853836, 1.6611309918223898, 1.705909242043594, 1.749710933968562, 1.793236534205203, 1.8348193286976655, 1.8746206676619757, 1.912463630553824, 1.9480365711537855, 1.9816831226311291, 2.013877539491205, 2.043935671548105, 2.0711713129279588, 2.0969010961433576, 2.1217138112451543, 2.1431107985078928, 2.16091409928697, 2.1749410460494123, 2.1850501741320856, 2.1921824174430724]|[-0.9883117258929699, -0.9730967707216864, -0.9546232943439897, -0.9330469387631803, -0.9098022588924892, -0.8847640563999484, -0.8567815842327487, -0.8260595563338697, -0.7926161941568483, -0.7566500312132745, -0.7190074777582312, -0.6798993040306035, -0.6386078436844151, -0.5957693380378589, -0.5526188806238247, -0.5077222564681125, -0.4611764106518859, -0.41329335834402886, -0.3643780122027367, -0.3149022083829198]
[1.7471789998711829, 1.7902733524239614, 1.8310943395028554, 1.8700623112085675, 1.9070518577037627, 1.9418109886023351, 1.9748773194418, 2.0067292120605216, 2.0364989777011755, 2.0636969746747136, 2.089854625636017, 2.1151335283097326, 2.1371286183986973, 2.1557437926340004, 2.1707217914219417, 2.181858775380372, 2.1900075045892944, 2.1968303022405964, 2.2020164692265434, 2.2053180991629495, 2.2081163142547644]|[-0.9282860858527744, -0.9046544781073793, -0.8792974071911972, -0.8510581332497132, -0.8202199876300615, -0.7868529927509794, -0.7510184472599589, -0.7135751672093371, -0.6750122549561159, -0.6343730568697404, -0.5918512936773092, -0.5493778412788135, -0.5053350956420075, -0.4595419023737482, -0.412309042675692, -0.36386536540587483, -0.31463652830253164, -0.26511595609626976, -0.21541492507907414, -0.1655329210499393, -0.1156086020119713]
[1.8671138972901526, 1.9033735251971093, 1.937217928080139, 1.9693631215395593, 2.000353520204179, 2.029202026726474, 2.055633770674479, 2.081488654310594, 2.1065040371448145, 2.128399301168065, 2.147243440809602, 2.162747742154564, 2.1746987246051144, 2.1838999987975862, 2.1919079229320593, 2.1983096365988173, 2.202788920522681, 2.206627694884011, 2.2092414741256485, 2.21007660233166]|[-0.847356118562571, -0.8162508861945106, -0.782601064093701, -0.7464556252743991, -0.7087300144846531, -0.6702170383932855, -0.6298046323715046, -0.5871995681449387, -0.54512748902688, -0.5018517026730165, -0.4568546545262571, -0.4104487658431765, -0.36271521859537936, -0.31389045582110225, -0.26458674572844604, -0.2151471592172439, -0.16540713768532536, -0.11553088904179588, -0.06563342680276643, -0.015644907094974857]
[1.937416929003592, 1.9692315386372714, 1.9997128720975976, 2.0279081612182135, 2.0536072541059522, 2.0787924677490497, 2.1031283264106717, 2.1243863322519725, 2.1427375674903897, 2.1579216088311086, 2.169763086337465, 2.1790821254852353, 2.187404894728483, 2.194275884900459, 2.1993634938401536, 2.203905380298954, 2.2072567842303927, 2.208807405260945, 2.209360431816686, 2.209391834236572, 2.2091568546620186]|[-0.7827852849906745, -0.7463467446411449, -0.7082431594124335, -0.6693667702008858, -0.6286564550542157, -0.5857004093048575, -0.5434648232396931, -0.5002503463082775, -0.4554301960299196, -0.4093228706158941, -0.3619223878195259, -0.3133019205302739, -0.26410262025526227, -0.21485577810878997, -0.16523678131487912, -0.11538877134783528, -0.0655976991418614, -0.01564558598964674, 0.034348264996443126, 0.08435043285686655, 0.13435009663256087]
[2.0287696340170727, 2.0538241535298343, 2.0781282849392166, 2.10143523374306, 2.1215663881704665, 2.1388062208126812, 2.1529761014121047, 2.1639913581545653, 2.1727457232782927, 2.180778830544627, 2.1876179410192456, 2.192952389889878, 2.1980002182849985, 2.2020664009454163, 2.2045049515922597, 2.2060480269775575, 2.207088305607787, 2.2077821472715278, 2.208104767942198, 2.208172054099669]|[-0.6699328900292683, -0.6287793452405092, -0.5853311041740502, -0.542630910776607, -0.4991250608905362, -0.4541873647782658, -0.40816912644299996, -0.36099525266797805, -0.312527886828286, -0.2633902448684488, -0.2143748364908613, -0.16491793858352186, -0.11508049396780867, -0.0655042637621522, -0.01564788737604131, 0.03432082081630205, 0.08433168822291652, 0.1343373754493292, 0.18434353935421327, 0.23434545336316415]
[2.0775880666597426, 2.10051437135807, 2.120073049209057, 2.1366297277866004, 2.150072256644724, 2.1603910551915333, 2.1685489901568773, 2.1761179688419934, 2.182633552315142, 2.1878203048444096, 2.1929048324803957, 2.1971768369849523, 2.199991368812412, 2.202055400453424, 2.2037301385487806, 2.2051321999331113, 2.2061873002350696, 2.206952607293861, 2.2073115830516508, 2.2073461107946315, 2.207117080982144]|[-0.5850307269595059, -0.5421773510664262, -0.49852915100422296, -0.4534993019403688, -0.40749168453552614, -0.360416921996908, -0.3120152279458265, -0.2628891505436477, -0.214014785398436, -0.16466270515942724, -0.11481449073498354, -0.06541624362179363, -0.015650301695590195, 0.034287740813438265, 0.08430436161994817, 0.13431285352860667, 0.18432891264487972, 0.2343358229114763, 0.28433995910307297, 0.3343419902867249, 0.3843417845378828]
[2.136430656896512, 2.14914275564866, 2.158504006532192, 2.1656011807668554, 2.1721064239111803, 2.1776215629182665, 2.181953376419535, 2.1863839704293393, 2.1902240739783765, 2.1928680485468477, 2.1950262827958205, 2.1970523345183723, 2.1990423388323355, 2.2008861461726505, 2.2025905642326973, 2.203973355448339, 2.2050356900348937, 2.205742612715091, 2.206094252246709, 2.2061205221917817]|[-0.453436368919249, -0.40727483998004355, -0.3601137980296461, -0.31165513340946394, -0.26245786497313184, -0.21365274054906785, -0.16437092584993962, -0.1144740709016482, -0.06529108252753833, -0.01565411196610373, 0.03422950265095692, 0.08425002194707334, 0.13425649954414925, 0.18428847470721857, 0.23430137413949245, 0.2843122853130637, 0.33432314186454065, 0.384330515538784, 0.43433508300980084, 0.48433697769124745]
[2.159266105000865, 2.1649374702631228, 2.168887506197408, 2.1706851360302775, 2.171484243057809, 2.1705332535941526, 2.1673336860587002, 2.1627329008570833, 2.1572860550300748, 2.151341061533201, 2.1450634323122673, 2.1387495690889184, 2.1324979376316904, 2.126567796922839, 2.1211435662725147, 2.1163880923966563, 2.112421430725931, 2.1093120524500333, 2.1070602350046967, 2.105603349708025]|[-0.31088126174106656, -0.2616871229479451, -0.21302182934804953, -0.16381052368345397, -0.11369623467863892, -0.06493661558774305, -0.015667770319911126, 0.03396194314832029, 0.08392642954918281, 0.1338150843796542, 0.18386265131167426, 0.2337971966579442, 0.28371975660066456, 0.3336830004655677, 0.38363690434311465, 0.4336001545945051, 0.48357006471476566, 0.533543491843043, 0.5835351450400609, 0.6335032223543428]
[2.1784068740705402, 2.1809299764517607, 2.1819626431124335, 2.180537249429568, 2.1771667898526252, 2.1721644046251427, 2.165720713868054, 2.1579250940213885, 2.149068670713908, 2.139309173875794, 2.129020552599376, 2.1185493184874575, 2.108259797819604, 2.098504713580161, 2.0896082670313745, 2.081841347901547, 2.075418829111274, 2.070411436254017, 2.067096567099829, 2.065712422968699]|[-0.1641945480366187, -0.11418934662649438, -0.06514236327357888, -0.015660707721808508, 0.03408153186677965, 0.08404749998584697, 0.13394814992758447, 0.183960761849171, 0.23387869066751313, 0.2837762215107681, 0.33370301005659725, 0.3836156346080095, 0.4335335625715876, 0.4834561584772338, 0.5333816485161015, 0.5833301703873623, 0.6332512907071437, 0.6832752028767322, 0.7345095276932342, 0.7860986414756199]
[2.1808483561098257, 2.180304870683608, 2.1791668085098506, 2.17697499253129, 2.173547448970738, 2.1686464275363075, 2.1623276112575023, 2.1546965069478268, 2.145954604779562, 2.1363700373679917, 2.126261094944439, 2.115971853990638, 2.105869620058166, 2.096257677156579, 2.0877262080979513, 2.0809038505777377, 2.0756228980787297, 2.0716773916773126, 2.0692718781494213, 2.0687860630250716]|[0.03411203465024783, 0.08411374186126848, 0.1340725765763922, 0.18410607711436214, 0.23407200922003865, 0.28401942631694976, 0.3339747291799174, 0.38391199840479506, 0.43384238177408585, 0.4837660804595855, 0.5336827082102282, 0.5836075771025546, 0.6335054447493522, 0.6834786016837817, 0.7344828041983565, 0.7859055133193742, 0.8358071119073882, 0.8857928468416301, 0.936538161127826, 0.9888926883113683]
[2.1637851507537658, 2.163320592994368, 2.162293666263555, 2.1603823681364176, 2.157349563948164, 2.153091807728196, 2.1476128356292756, 2.1410098481577067, 2.1334519476051224, 2.1251802571408085, 2.1164237466268276, 2.107752974844638, 2.0998310722487616, 2.0925915559653716, 2.085986287015912, 2.0804446321671266, 2.0766387517444143, 2.074223432724867, 2.0721729918373866, 2.0712529086758495]|[0.18400546317383615, 0.23399124371068744, 0.28396676214831607, 0.3339588598784309, 0.3839337503052672, 0.4339008541606147, 0.4838581010730593, 0.5338038517995221, 0.5837496522109109, 0.6336666187720811, 0.6836372999830275, 0.7344568616626325, 0.7856648921270637, 0.8356135799173169, 0.885636290449666, 0.9363577184448032, 0.9886336481748585, 1.0368409286037084, 1.0857224137211852, 1.1358545089949965]
[2.1357983910547222, 2.135320231691565, 2.13447080546851, 2.1329820007222904, 2.130689273757196, 2.1275148011516585, 2.123472366609328, 2.1185878512930945, 2.1132579148599286, 2.108004432171192, 2.102660404897832, 2.097118297693995, 2.0917958750657006, 2.0874043467018475, 2.0837097485570304, 2.0798362234607737, 2.076778936941405, 2.074588372337276, 2.0736498759572184, 2.0741575306947158]|[0.3337583036909601, 0.383753136076989, 0.43374829937836984, 0.4837383498890148, 0.5337190804694738, 0.5837013961349252, 0.633652364059191, 0.6836543305566071, 0.7344497306012476, 0.7855609844514466, 0.8354987420565588, 0.8855144929673421, 0.93617439312313, 0.9882785187042958, 1.0366612622722209, 1.085642114740443, 1.1357918473452393, 1.1860272047943048, 1.2378895061939197, 1.288208497747089]
[2.0918999939548772, 2.0914626632503897, 2.0908927448400467, 2.090044783509489, 2.089128734128771, 2.0884754618620245, 2.0877190328714335, 2.086567136298603, 2.0852652199181896, 2.08437394382485, 2.083535283445557, 2.0817931496897795, 2.0801015348518086, 2.078523003904683, 2.0775134364471937, 2.0774069808336963, 2.076789975586177, 2.076281628343931, 2.0761497437428273, 2.0763103617867196]|[0.5334004723462393, 0.5834083707363366, 0.6333804419741236, 0.6834297088811163, 0.7344809873757969, 0.7858092556558578, 0.8356691523201172, 0.8856299352652992, 0.9362798647852522, 0.9883784839522515, 1.0366645665588494, 1.0856216091379383, 1.1357541711958359, 1.1859766133351113, 1.2377882655102312, 1.288115997450811, 1.3354995696934095, 1.3859146214288889, 1.4358043195051124, 1.4858352429934532]
[2.0498264176718424, 2.050273032723236, 2.0511894949189498, 2.052436421140066, 2.0543224810858502, 2.057400869747799, 2.0612072219276154, 2.064687804432361, 2.068627613446409, 2.07289676445947, 2.077748614165986, 2.0833131414857253, 2.0879920976625836, 2.0922318053159983, 2.096174243843851, 2.099655099234087, 2.102612072263562, 2.1049943356505443, 2.106801337837706, 2.1080818794727185]|[0.7345318993258723, 0.7862949219733107, 0.8360857812735447, 0.8860033660224594, 0.9367795975106098, 0.9892682567473747, 1.0370874494749507, 1.0858008470700438, 1.135884278175008, 1.186048955473997, 1.2377821029166605, 1.2879478700486928, 1.3353963458395925, 1.3857207512459384, 1.4355775055826565, 1.4855658993958687, 1.5355290084081337, 1.5855069944211977, 1.6354880725401677, 1.6854777771116793]
[2.0298912205794153, 2.030643274457689, 2.0325441820536665, 2.0354806729410932, 2.038702405124765, 2.0431786687640123, 2.048880304216022, 2.0560960543998292, 2.0649113281456097, 2.073636996007432, 2.0825974419238946, 2.091754183013791, 2.1007423711834594, 2.1092794156101573, 2.1170843088123092, 2.123925412602363, 2.1296285951238443, 2.134096839333921, 2.1373253953109925, 2.1394204092292948]|[0.8862500374231786, 0.9371620224319046, 0.9900882153632868, 1.0375746981350233, 1.0860731344262315, 1.136172853039585, 1.186357758915333, 1.2383494862823528, 1.2884717042708616, 1.3355286233585033, 1.3858378543850907, 1.4356275708192079, 1.4855533548239268, 1.5354524384671255, 1.585367929319186, 1.6352913251195018, 1.6852299975578076, 1.7351816024815436, 1.7851477017364432, 1.8351268136962582]
